Suburb,Address,Price,Bedrooms,Bathrooms,Parkings
strathfield,16/84 Albert Road STRATHFIELD NSW 2135,450,1,1,1
strathfield,7/493 Liverpool Road STRATHFIELD NSW 2135,450,2,1,1
strathfield,132 Wallis Avenue STRATHFIELD NSW 2135,450,2,1,1
strathfield,80/1 Clarence Street STRATHFIELD NSW 2135,440,1,1,1
strathfield,8/1 Homebush Road STRATHFIELD NSW 2135,410,1,1,
strathfield,5/30a Cooper Street STRATHFIELD NSW 2135,410,1,1,
strathfield,10-12 Roberts Street STRATHFIELD NSW 2135,400,1,1,
strathfield,10/10-12 Roberts Road STRATHFIELD NSW 2135,400,,1,
strathfield,2/8 SWAN AVENUE STRATHFIELD NSW 2135,390,1,1,
strathfield,1/158 Wentworth Road STRATHFIELD NSW 2135,330,1,1,
strathfield,23/14 Jersey Road STRATHFIELD NSW 2135,300,,1,
strathfield,4/14 Jersey Road STRATHFIELD NSW 2135,280,,1,
strathfield,4/21 Albert Road STRATHFIELD NSW 2135,30,,1,1
strathfield,454-458 Liverpool  Road STRATHFIELD NSW 2135,700,3,2,2
strathfield,83 Albyn Road STRATHFIELD NSW 2135,900,3,1,2
strathfield,G08/549-557 Liverpool Road STRATHFIELD NSW 2135,640,2,2,1
strathfield,7/397-399 Liverpool Road STRATHFIELD NSW 2135,580,3,2,2
strathfield,210/549-557 Liverpool Road STRATHFIELD NSW 2135,550,2,1,1
strathfield,108/549-557 Liverpool Road STRATHFIELD NSW 2135,550,2,2,1
strathfield,G01/549-557 Liverpool Road STRATHFIELD NSW 2135,550,2,2,1
strathfield,2/493 Liverpool Road STRATHFIELD NSW 2135,420,2,1,1
strathfield,6 Everton Road STRATHFIELD NSW 2135,310,,1,
strathfield,3/4 Everton Road STRATHFIELD NSW 2135,,1,1,1
strathfield,66/9 Hilts  Road STRATHFIELD NSW 2135,40,,1,1
strathfield,65/9 Hilts  Road STRATHFIELD NSW 2135,40,,1,1
strathfield,9 Hilts  Road STRATHFIELD NSW 2135,30,,1,1
strathfield,14/5 Albert Road STRATHFIELD NSW 2135,30,,1,1
strathfield,21/19 Redmyre  Road STRATHFIELD NSW 2135,25,1,1,1
strathfield,4/21 Lyons  Street STRATHFIELD NSW 2135,30,1,1,1
rhodes,402/12 Shoreline Dr RHODES NSW 2138,700,2,2,1
rhodes,205/11 Lewis Ave RHODES NSW 2138,700,2,2,1
rhodes,601/36 Shoreline Drive RHODES NSW 2138,550,1,1,1
rhodes,10/24 Walker St RHODES NSW 2138,540,1,1,1
rhodes,L6 AND L11/52-54 Walker st RHODES NSW 2138,,3,2,2
rhodes,721/4 Marquet Street RHODES NSW 2138,800,2,2,1
rhodes,712/3 Timbrol Ave RHODES NSW 2138,730,2,2,1
rhodes,705/52-54 WALKER STREET RHODES NSW 2138,720,2,2,1
rhodes,113/56-58 Walker Street RHODES NSW 2138,700,2,2,1
rhodes,405/44 Shoreline Drive RHODES NSW 2138,695,2,2,1
rhodes,1107/52-54 WALKER STREET RHODES NSW 2138,670,2,2,1
rhodes,18/85 Shoreline drive RHODES NSW 2138,650,2,2,1
rhodes,207/52-54 Walker St RHODES NSW 2138,550,1,1,
rhodes,114/38 Shoreline Drive RHODES NSW 2138,670,2,2,1
rhodes,36 Shoreline Drive RHODES NSW 2138,490,1,1,
rhodes,2308/46 Walker St RHODES NSW 2138,900,2,2,1
rhodes,201/88 Rider Boulevard RHODES NSW 2138,700,2,2,1
rhodes,735/4 Marquet Street RHODES NSW 2138,680,2,2,2
rhodes,701/87 Shoreline Drive RHODES NSW 2138,680,2,2,1
rhodes,2210/42 Walker Street RHODES NSW 2138,680,2,1,1
rhodes,201/2 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,202/1 Gauthorpe St RHODES NSW 2138,,2,2,1
rhodes,402/63 Shoreline Drive RHODES NSW 2138,660,2,1,1
rhodes,86 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,31 Blaxland Road RHODES NSW 2138,600,2,1,1
rhodes,606/2 Walker St  RHODES NSW 2138,,2,2,1
rhodes,507/2 Lewis Ave RHODES NSW 2138,560,1,1,1
rhodes,502/18 Walker St RHODES NSW 2138,540,1,1,1
rhodes,102/18 Walker St RHODES NSW 2138,520,1,1,1
rhodes,B208/3 Timbrol Avenue RHODES NSW 2138,520,1,1,1
rhodes,407/2 Lewis Avenue RHODES NSW 2138,,1,1,1
rhodes,45 Blaxland Road RHODES NSW 2138,495,1,1,
rhodes,13/24 Walker St RHODES NSW 2138,430,1,1,1
rhodes,402/42 Shoreline Drive RHODES NSW 2138,720,2,1,1
rhodes,41 Blaxland Road RHODES NSW 2138,650,3,1,1
rhodes,A404/10-16 Marquet Street RHODES NSW 2138,550,1,1,1
rhodes,519/6 Marquet St RHODES NSW 2138,,1,1,1
rhodes,4 Rider Boulevard RHODES NSW 2138,1400,3,2,2
rhodes,214/11 Lewis Avenue RHODES NSW 2138,1000,3,2,2
rhodes,86/1 Timbrol Avenue RHODES NSW 2138,1000,3,2,2
rhodes,1705/63 Shoreline Drive RHODES NSW 2138,950,3,2,2
rhodes,79 Shoreline Drive RHODES NSW 2138,750,2,2,1
rhodes,A310/40 Shoreline Dr RHODES NSW 2138,,2,2,1
rhodes,404/2 Shoreline Drive RHODES NSW 2138,700,2,2,1
rhodes,1412/43 Shoreline Drive RHODES NSW 2138,700,2,2,1
rhodes,Level 4  406/16 Sevier Avenue RHODES NSW 2138,700,2,2,1
rhodes,1105/7 Rider Boulevard RHODES NSW 2138,700,2,2,1
rhodes,751/2 Marquet  Street RHODES NSW 2138,690,2,2,1
rhodes,Level 6/80 Rider Boulevard RHODES NSW 2138,690,2,2,1
rhodes,407/63 Shoreline Drive RHODES NSW 2138,680,2,1,1
rhodes,30/2 Nina Grey Ave RHODES NSW 2138,680,2,2,1
rhodes,502/76 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,509/46 Walker Street RHODES NSW 2138,,2,1,1
rhodes,302/11 Shoreline Drive RHODES NSW 2138,680,2,2,1
rhodes,10/7 Cropley Street RHODES NSW 2138,675,2,1,1
rhodes,404/88 Rider Boulevard RHODES NSW 2138,,2,2,1
rhodes,730/60 walker st RHODES NSW 2138,670,2,2,1
rhodes,B402/10-16 Marquet st RHODES NSW 2138,,2,2,1
rhodes,205 2 Lewis Avenue RHODES NSW 2138,700,2,2,1
rhodes,189/38 Shoreline Drive RHODES NSW 2138,660,2,2,1
rhodes,101/12 Shoreline Drive RHODES NSW 2138,660,2,2,1
rhodes,116/56-58 Walker St RHODES NSW 2138,,2,2,1
rhodes,15 Cavell Avenue RHODES NSW 2138,645,4,2,1
rhodes,2  Marquet Street RHODES NSW 2138,650,2,1,1
rhodes,65/50 Walker St RHODES NSW 2138,640,2,2,1
rhodes,77/50 Walker Street RHODES NSW 2138,640,2,2,1
rhodes,D208/10-16 Marquet RHODES NSW 2138,630,2,2,1
rhodes,79/38 Shoreline Drive RHODES NSW 2138,630,2,2,1
rhodes,2204/42 Walker Street RHODES NSW 2138,610,1,1,1
rhodes,204/46 Walker Street RHODES NSW 2138,610,2,1,1
rhodes,2106/42 Walker Street RHODES NSW 2138,600,1,1,1
rhodes,1106/7 Rider Boulevard RHODES NSW 2138,580,1,1,1
rhodes,A811/40 Shoreline Drive RHODES NSW 2138,580,2,1,1
rhodes,807/7 Rider Boulevard RHODES NSW 2138,560,1,1,1
rhodes,C503/10-16 Marquet Street RHODES NSW 2138,560,1,1,1
rhodes,1509/43 Shoreline Drive RHODES NSW 2138,,1,1,1
rhodes,201/76 Rider Boulevard RHODES NSW 2138,,1,1,1
rhodes,23/1 Timbrol Avenue RHODES NSW 2138,530,1,1,1
rhodes,GG04/10-16 Marquet Street RHODES NSW 2138,,2,1,1
rhodes,201/43 Shoreline Drive RHODES NSW 2138,520,1,1,1
rhodes,305/5 Nina Gray Avenue RHODES NSW 2138,510,1,1,1
rhodes,206/7 Rider Boulevard RHODES NSW 2138,500,,1,1
rhodes,1310/46 Walker Street RHODES NSW 2138,500,1,1,1
rhodes,G107/10-16 Marquet Street RHODES NSW 2138,500,1,1,1
rhodes,45/50 Walker Street RHODES NSW 2138,500,1,1,1
rhodes,2 Nina Gray Ave RHODES NSW 2138,460,1,1,1
rhodes,10 CAVELL AVENUE RHODES NSW 2138,410,2,1,2
rhodes,L2/10-16 Marquet St RHODES NSW 2138,,3,2,2
rhodes,183/4 Timbrol Avenue RHODES NSW 2138,680,2,2,2
rhodes,205/16 Sevier Avenue RHODES NSW 2138,690,2,2,1
rhodes,620/89 Shoreline Drive RHODES NSW 2138,665,2,2,1
rhodes,1607/63 Shoreline Drive RHODES NSW 2138,640,2,1,1
rhodes,326/60 Walker Street RHODES NSW 2138,620,2,2,1
rhodes,43 Shoreline Drive RHODES NSW 2138,570,1,1,1
rhodes,708/63 Shoreline Drive RHODES NSW 2138,560,1,1,1
rhodes,A304/10-16 Marquet Street RHODES NSW 2138,530,1,1,1
rhodes,Level 1  C101/10 - 16 Marquet  Street RHODES NSW 2138,460,1,1,
parramatta,210/354 Church Street PARRAMATTA NSW 2150,550,2,1,1
parramatta,61002/1A Morton Street PARRAMATTA NSW 2150,490,1,1,1
parramatta,2501/29 Hunter Street PARRAMATTA NSW 2150,620,2,2,1
parramatta,510c/3 Broughton Street PARRAMATTA NSW 2150,560,2,2,1
parramatta,2 River Road West PARRAMATTA NSW 2150,530,2,2,1
parramatta,5/22 Pitt Street PARRAMATTA NSW 2150,525,3,2,1
parramatta,27/346 Church Street PARRAMATTA NSW 2150,550,2,2,1
parramatta,3/5-7 Cowper Street PARRAMATTA NSW 2150,500,2,2,1
parramatta,506B/3 Broughton Street PARRAMATTA NSW 2150,450,1,1,2
parramatta,2 River Rd West PARRAMATTA NSW 2150,450,1,1,1
parramatta,5/1 Good Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,330 Church Street PARRAMATTA NSW 2150,6502,2,2,1
parramatta,330 Church Street PARRAMATTA NSW 2150,500,1,1,
parramatta,24/13-21 Great Western Highway PARRAMATTA NSW 2150,450,2,1,1
parramatta,5/5 Good Street PARRAMATTA NSW 2150,400,2,1,1
parramatta,402/31-37 Hassall Street PARRAMATTA NSW 2150,560,2,2,1
parramatta,1703/29 Hunter Street PARRAMATTA NSW 2150,550,1,1,1
parramatta,G08C/3 Broughton Street PARRAMATTA NSW 2150,550,2,1,1
parramatta,808C/3 Broughton Street PARRAMATTA NSW 2150,510,2,2,1
parramatta,7/34 Sorrell Street PARRAMATTA NSW 2150,490,3,1,1
parramatta,15a Carrington Street PARRAMATTA NSW 2150,485,2,1,1
parramatta,1005B/6 River Road West PARRAMATTA NSW 2150,440,1,1,1
parramatta,22/10-12 Thomas Street PARRAMATTA NSW 2150,430,2,1,1
parramatta,4/35 Sorrell Street PARRAMATTA NSW 2150,360,2,1,1
parramatta,78/22 Great Western  Highway PARRAMATTA NSW 2150,330,1,1,
parramatta,330 Church St PARRAMATTA NSW 2150,700,2,2,1
parramatta,301/330 Church Street PARRAMATTA NSW 2150,,2,2,1
parramatta,3/16-18 Broughton Street PARRAMATTA NSW 2150,570,3,2,1
parramatta,6101/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1
parramatta,3210/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1
parramatta,17/5 Sorrell  Street PARRAMATTA NSW 2150,500,2,1,1
parramatta,7/89 Great Western Highway PARRAMATTA NSW 2150,465,2,1,1
parramatta,7/19-21 Meehan Street PARRAMATTA NSW 2150,430,2,1,1
parramatta,10/75-79 Boundary Street PARRAMATTA NSW 2150,420,2,1,1
parramatta,7/18-20 Early Street PARRAMATTA NSW 2150,400,2,2,1
parramatta,3/26 Sorrell Street PARRAMATTA NSW 2150,390,2,1,1
parramatta,147/22 Great Western Highway PARRAMATTA NSW 2150,330,1,1,1
parramatta,Lot 1/52-58 George Street PARRAMATTA NSW 2150,1430,,,
parramatta,PARRAMATTA NSW 2150,850,2,1,1
parramatta,2606 45 Macquarie Street PARRAMATTA NSW 2150,720,2,1,1
parramatta,4602/330 Church Street PARRAMATTA NSW 2150,700,2,2,1
parramatta,33/7 Aird Street PARRAMATTA NSW 2150,635,2,2,2
parramatta,201/6-10 Charls Street PARRAMATTA NSW 2150,,3,2,2
parramatta,1410 45 Macquarie Street PARRAMATTA NSW 2150,630,2,2,1
parramatta,201/13-15 Hassall Street PARRAMATTA NSW 2150,610,2,2,1
parramatta,32/7 Aird Street PARRAMATTA NSW 2150,600,2,2,1
parramatta,18/7 Aird st PARRAMATTA NSW 2150,600,2,2,1
parramatta,25/26-30 Hassall Street PARRAMATTA NSW 2150,590,2,2,1
parramatta,19/109-113 George Street PARRAMATTA NSW 2150,570,2,2,1
parramatta,8/109-113 George Street PARRAMATTA NSW 2150,570,2,2,1
parramatta,Unit 604/354-366 Church Street PARRAMATTA NSW 2150,565,1,1,1
parramatta,330 Church Street PARRAMATTA NSW 2150,550,1,1,
parramatta,2BED+STUDY/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1
parramatta,3/1 Macquarie Street PARRAMATTA NSW 2150,500,2,2,1
parramatta,205/22 Great Western Highway PARRAMATTA NSW 2150,495,2,1,1
parramatta,22/24 Campbell Street PARRAMATTA NSW 2150,470,2,2,1
parramatta,7206/1a Morton Street PARRAMATTA NSW 2150,460,1,1,1
parramatta,22/3-5 Marsden Street PARRAMATTA NSW 2150,440,2,1,1
parramatta,4/31-33 Meehan Street PARRAMATTA NSW 2150,420,2,1,1
parramatta,112B/109-113 George Street PARRAMATTA NSW 2150,370,,1,
parramatta,14B/109-113 George Street PARRAMATTA NSW 2150,370,,1,
parramatta,PARRAMATTA NSW 2150,350,1,1,
parramatta,A/5 Gore Street PARRAMATTA NSW 2150,310,1,1,
parramatta,A/5 Gore Street PARRAMATTA NSW 2150,310,1,1,
parramatta,3a Alma street PARRAMATTA NSW 2150,300,1,1,
parramatta,12 Harvey St PARRAMATTA NSW 2150,,6,2,4
parramatta,1BED+Study/1A Morton Street PARRAMATTA NSW 2150,,1,1,1
parramatta,11 Denison Street PARRAMATTA NSW 2150,850,4,2,1
parramatta,57A CRIMEA STREET PARRAMATTA NSW 2150,780,5,3,1
parramatta,11/9-11 Cowper PARRAMATTA NSW 2150,700,3,2,1
parramatta,3605/330 Church Street PARRAMATTA NSW 2150,700,2,2,1
parramatta,5/18 Henry Street PARRAMATTA NSW 2150,700,3,2,2
parramatta,311/45 Macquarie Street PARRAMATTA NSW 2150,680,2,2,1
parramatta,305/36 Cowper St PARRAMATTA NSW 2150,,3,2,2
parramatta,1406B/8 Cowper St PARRAMATTA NSW 2150,680,3,2,1
parramatta,4801/330 Church Street PARRAMATTA NSW 2150,680,2,2,1
parramatta,1406B/8 Cowper St PARRAMATTA NSW 2150,680,3,2,1
parramatta,508B/8 Cowper Street PARRAMATTA NSW 2150,,3,2,1
parramatta,1303/118 Church Street PARRAMATTA NSW 2150,660,3,2,1
parramatta,PARRAMATTA NSW 2150,650,,1,
parramatta,2502/29 Hunter Street PARRAMATTA NSW 2150,650,2,2,1
parramatta,1 & 2/55 Rosehill Street PARRAMATTA NSW 2150,650,3,2,2
parramatta,606/330 Church Street PARRAMATTA NSW 2150,,2,2,1
parramatta,15/63 Victoria Road PARRAMATTA NSW 2150,625,3,2,2
parramatta,515/45 Macquarie  Street PARRAMATTA NSW 2150,620,2,1,1
parramatta,4/22 Henry Street PARRAMATTA NSW 2150,620,3,2,2
parramatta,33/37 campbell Street PARRAMATTA NSW 2150,610,2,2,1
parramatta,14/11-15 Dixon Street PARRAMATTA NSW 2150,610,3,2,2
parramatta,2101/29 Hunter St PARRAMATTA NSW 2150,600,2,2,1
parramatta,201/8 River Road  Parramatta PARRAMATTA NSW 2150,600,2,2,1
parramatta,503/6 River Road West PARRAMATTA NSW 2150,600,2,2,1
parramatta,1115/45 Macquarie St PARRAMATTA NSW 2150,600,1,1,1
parramatta,604/8 River Road West PARRAMATTA NSW 2150,600,2,2,1
parramatta,806/6 River Road West PARRAMATTA NSW 2150,600,2,2,1
parramatta,708/8 River Road  Parramatta PARRAMATTA NSW 2150,600,2,2,1
parramatta,2501/45 Macquarie Street PARRAMATTA NSW 2150,600,1,1,1
parramatta,26/37 Campbell Street PARRAMATTA NSW 2150,590,2,2,1
parramatta,Level 1  1/62 Albert Street PARRAMATTA NSW 2150,590,3,2,2
parramatta,904B/8 Cowper Street PARRAMATTA NSW 2150,590,2,2,1
parramatta,150/109-113 George Street PARRAMATTA NSW 2150,590,2,2,1
parramatta,606/6 River Road  Parramatta PARRAMATTA NSW 2150,580,2,2,1
parramatta,330 Church St PARRAMATTA NSW 2150,580,1,1,1
parramatta,126 Thomas Street PARRAMATTA NSW 2150,580,3,1,2
parramatta,136/18 Sorrell Street PARRAMATTA NSW 2150,570,2,2,1
parramatta,24/109-113 George Street PARRAMATTA NSW 2150,570,2,2,1
parramatta,710A/3 Broughton Street PARRAMATTA NSW 2150,570,2,2,1
parramatta,12/42 Early Street PARRAMATTA NSW 2150,570,3,2,1
parramatta,38/20 Victoria Road PARRAMATTA NSW 2150,565,2,1,1
parramatta,Unit 604/354-366 Church Street PARRAMATTA NSW 2150,565,1,1,1
parramatta,22/11-13 Hunter Street PARRAMATTA NSW 2150,560,2,2,2
parramatta,Amos st PARRAMATTA NSW 2150,,2,2,2
parramatta,1 Rosehill St PARRAMATTA NSW 2150,550,3,1,1
parramatta,1301/1A Morton Street PARRAMATTA NSW 2150,550,2,2,1
parramatta,330 Church Street PARRAMATTA NSW 2150,550,1,1,
parramatta,2515/1A Morton Street PARRAMATTA NSW 2150,550,2,2,1
parramatta,495 Church Street PARRAMATTA NSW 2150,550,3,1,3
parramatta,2/82 O'Connell Street PARRAMATTA NSW 2150,550,3,3,1
parramatta,11a Denison Street PARRAMATTA NSW 2150,550,2,1,1
parramatta,149/13-15 Hassall Street PARRAMATTA NSW 2150,540,2,2,1
parramatta,16/12-14 Banks Street PARRAMATTA NSW 2150,540,3,2,2
parramatta,5/2-6 Campbell St PARRAMATTA NSW 2150,540,2,1,1
parramatta,13/11-15 Dixon Street PARRAMATTA NSW 2150,540,2,2,1
parramatta,36/17-19 Hassall Street PARRAMATTA NSW 2150,540,2,2,1
parramatta,44/76 Great Western Highway PARRAMATTA NSW 2150,,2,1,2
parramatta,1319/45 Macquarie St PARRAMATTA NSW 2150,530,1,1,1
parramatta,171/13 Hassall St PARRAMATTA NSW 2150,530,2,2,1
parramatta,148/13-15 Hassall Street PARRAMATTA NSW 2150,530,2,2,1
parramatta,1904 45 Macquarie Street PARRAMATTA NSW 2150,530,1,1,1
parramatta,2314/45 Macquarie Street PARRAMATTA NSW 2150,530,1,1,1
parramatta,20/37 Campbell Street PARRAMATTA NSW 2150,520,1,1,1
parramatta,1403/138-140 Church Street PARRAMATTA NSW 2150,,1,1,1
parramatta,9/66 Marsden Street PARRAMATTA NSW 2150,520,3,2,1
parramatta,254A/109-113 George Street PARRAMATTA NSW 2150,520,1,1,1
parramatta,170A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1
parramatta,185A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1
parramatta,104A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1
parramatta,52/3 Campbell Street PARRAMATTA NSW 2150,500,2,1,
parramatta,50  Boundary PARRAMATTA NSW 2150,500,4,1,1
parramatta,23/54-58 Macarthur St PARRAMATTA NSW 2150,,1,1,1
parramatta,203A George street PARRAMATTA NSW 2150,,2,2,
parramatta,301B/3 broughton st PARRAMATTA NSW 2150,500,2,1,1
parramatta,410/8 River Road West  Parramatta PARRAMATTA NSW 2150,500,1,1,1
parramatta,1117/45 Macquarie Street PARRAMATTA NSW 2150,500,1,1,1
parramatta,102/11-15 Robilliard St PARRAMATTA NSW 2150,490,2,2,1
parramatta,121/109-113 George Street PARRAMATTA NSW 2150,490,1,1,1
parramatta,12/23 Good Street PARRAMATTA NSW 2150,490,2,2,1
parramatta,62 Albert Street PARRAMATTA NSW 2150,490,3,2,1
parramatta,65/109-113 George Street PARRAMATTA NSW 2150,490,1,1,1
parramatta,1916/45 Macquarie Street PARRAMATTA NSW 2150,485,,1,
parramatta,13/5 Good Street PARRAMATTA NSW 2150,,2,1,1
parramatta,102/8 River Road West  Parramatta PARRAMATTA NSW 2150,475,1,1,1
parramatta,29/27 Campbell Street PARRAMATTA NSW 2150,470,2,1,
parramatta,4/33 Campbell Street PARRAMATTA NSW 2150,470,2,1,1
parramatta,1/1 Good Street PARRAMATTA NSW 2150,470,3,1,1
parramatta,402/6 River Road West  Parramatta PARRAMATTA NSW 2150,470,1,1,1
parramatta,908/36 Cowper St PARRAMATTA NSW 2150,470,1,1,1
parramatta,3/74-76 Pitt Street PARRAMATTA NSW 2150,460,3,2,1
parramatta,26/76 Great Western Highway PARRAMATTA NSW 2150,460,2,1,1
parramatta,502B/3 Broughton Street PARRAMATTA NSW 2150,460,1,1,1
parramatta,5/23 Campbell Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,11/43 Campbell Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,3/14-16 Lenox Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,33/23 Campbell Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,6/60 Pitt Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,6110/1A Morton Street PARRAMATTA NSW 2150,450,1,1,1
parramatta,926 45 Macquarie Street PARRAMATTA NSW 2150,450,,1,
parramatta,9/24 Inkerman Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,44/2-4 Amos street PARRAMATTA NSW 2150,450,1,1,1
parramatta,11/19-21 O'Connell st PARRAMATTA NSW 2150,440,2,1,
parramatta,41 Grose Street PARRAMATTA NSW 2150,440,3,1,1
parramatta,2/36a Thomas St PARRAMATTA NSW 2150,440,2,2,1
parramatta,2/43 Victoria Road PARRAMATTA NSW 2150,430,2,1,1
parramatta,9/33 Brickfield Street PARRAMATTA NSW 2150,430,2,1,1
parramatta,40/5 GOOD STREET PARRAMATTA NSW 2150,430,2,1,1
parramatta,6b/15  Campbell Street PARRAMATTA NSW 2150,420,1,1,1
parramatta,23/1 Good Street PARRAMATTA NSW 2150,420,2,1,1
parramatta,11/32 Tennyson Street PARRAMATTA NSW 2150,,1,1,1
parramatta,5/160 Pennant St PARRAMATTA NSW 2150,420,2,1,1
parramatta,17/518 Church Street PARRAMATTA NSW 2150,415,2,1,1
parramatta,8/47 Great Western Highway PARRAMATTA NSW 2150,400,1,1,1
parramatta,20/35 Campbell st PARRAMATTA NSW 2150,400,2,1,1
parramatta,8 Harvey Street PARRAMATTA NSW 2150,400,2,1,1
parramatta,19/11-13 Queens Avenue PARRAMATTA NSW 2150,400,1,1,1
parramatta,16m/15 Campbell Street PARRAMATTA NSW 2150,395,2,1,1
parramatta,105 Church St PARRAMATTA NSW 2150,390,1,1,1
parramatta,14/29C Great Western Highway PARRAMATTA NSW 2150,390,2,1,1
parramatta,22/11-13 Good Street PARRAMATTA NSW 2150,400,2,1,1
parramatta,23/14-16 Lamont Street PARRAMATTA NSW 2150,400,2,1,1
parramatta,120/22 Great Western Highway PARRAMATTA NSW 2150,380,1,1,1
parramatta,8/102 O'Connell Street PARRAMATTA NSW 2150,380,2,1,1
parramatta,104B/109-113 George Street PARRAMATTA NSW 2150,370,1,1,
parramatta,75/22 Great Western Highway PARRAMATTA NSW 2150,340,1,1,1
parramatta,41/22 Great Western Highway PARRAMATTA NSW 2150,320,,1,
parramatta,37A/20-24 Sorrell Street PARRAMATTA NSW 2150,325,1,1,
parramatta,1 Dixon Street PARRAMATTA NSW 2150,320,1,1,
parramatta,128/22 Great Western Highway PARRAMATTA NSW 2150,315,1,1,1
parramatta,173/22 Great Western Highway PARRAMATTA NSW 2150,300,1,1,1
parramatta,12/1 Campbell Street PARRAMATTA NSW 2150,300,1,1,1
parramatta,1/21-23 Iron Street PARRAMATTA NSW 2150,290,1,1,
parramatta,12A Dixon Street PARRAMATTA NSW 2150,250,1,1,
parramatta,2D Bourke PARRAMATTA NSW 2150,170,1,1,
parramatta,17 Sorrell Street PARRAMATTA NSW 2150,,1,1,
parramatta,10/47-49 Sorrell Street PARRAMATTA NSW 2150,20,,,1
parramatta,1025 45 Macquarie Street PARRAMATTA NSW 2150,580,1,1,1
parramatta,1A Morton Street PARRAMATTA NSW 2150,470,2,2,1
parramatta,15 Queens Avenue PARRAMATTA NSW 2150,420,2,1,1
parramatta,28/22 Great Western Highway PARRAMATTA NSW 2150,380,1,1,
parramatta,22 Great Western Highway PARRAMATTA NSW 2150,325,1,1,1
parramatta,110-114 James Ruse Drive PARRAMATTA NSW 2150,8401,1,1,1
parramatta,18 Bobart St PARRAMATTA NSW 2150,660,3,2,1
parramatta,1 Gould Place PARRAMATTA NSW 2150,630,4,2,2
parramatta,101/2 River Road West PARRAMATTA NSW 2150,540,2,2,1
parramatta,29 Crimea Street PARRAMATTA NSW 2150,540,3,2,1
parramatta,2307/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1
parramatta,2A Jubilee Lane PARRAMATTA NSW 2150,520,2,2,2
parramatta,13/9-11 New Zealand Street PARRAMATTA NSW 2150,510,3,1,2
parramatta,9/8-12 Sorrell Street PARRAMATTA NSW 2150,450,2,1,1
parramatta,8/97 Great Western HWY PARRAMATTA NSW 2150,430,2,1,1
parramatta,7/4 O'Reilly Street PARRAMATTA NSW 2150,430,2,1,1
parramatta,4/89 Great Western  Highway PARRAMATTA NSW 2150,420,2,1,1
parramatta,11/65 Marsden Street PARRAMATTA NSW 2150,420,2,1,1
parramatta,3 Broughton street PARRAMATTA NSW 2150,390,1,1,
parramatta,8a Oaks Street PARRAMATTA NSW 2150,380,1,1,1
parramatta,21-23  Cowper St PARRAMATTA NSW 2150,280,1,,1
zetland,1008/28 Ebsworth Street ZETLAND NSW 2017,1300,3,2,1
zetland,23 Gadigal  Avenue ZETLAND NSW 2017,665,1,1,1
zetland,501/2 Victoria Park Parade ZETLAND NSW 2017,750,2,2,1
zetland,50/6A Defries Avenue ZETLAND NSW 2017,590,1,1,
zetland,84 Epsom Road ZETLAND NSW 2017,830,2,2,1
zetland,926/2B Defries  Avenue ZETLAND NSW 2017,1250,3,2,2
zetland,14 Defries Ave ZETLAND NSW 2017,1200,3,2,1
zetland,3 Naulty Place ZETLAND NSW 2017,1180,3,2,2
zetland,15/6 Wolseley Grove ZETLAND NSW 2017,1150,2,2,1
zetland,2708/98 Joynton  Avenue ZETLAND NSW 2017,850,2,2,1
zetland,14 Defries Ave ZETLAND NSW 2017,810,2,2,1
zetland,14 Defries Ave ZETLAND NSW 2017,750,2,2,
zetland,4/9 Grandstand Parade ZETLAND NSW 2017,725,2,1,
zetland,124/12 Grandstand Parade ZETLAND NSW 2017,720,2,2,
zetland,1201/20 Gadigal Avenue ZETLAND NSW 2017,650,1,1,1
zetland,146/10 Victoria Park Parade ZETLAND NSW 2017,650,1,1,1
zetland,521/2 Ascot Ave ZETLAND NSW 2017,620,1,1,1
zetland,4/13 Grandstand Parade ZETLAND NSW 2017,,1,1,1
zetland,84 Epsom Road ZETLAND NSW 2017,600,1,1,
zetland,3 Naulty Place ZETLAND NSW 2017,600,1,1,1
zetland,607/18 Ebsworth Street ZETLAND NSW 2017,,1,1,
zetland,519/2 Ascot Ave ZETLAND NSW 2017,560,1,1,
zetland,14 Defries Ave ZETLAND NSW 2017,540,1,1,
zetland,3 Naulty Place ZETLAND NSW 2017,530,1,1,
zetland,119/2 Kirby Wk ZETLAND NSW 2017,600,1,1,1
zetland,15 Joynton Avenue ZETLAND NSW 2017,910,2,2,1
zetland,40/3 Defries Avenue ZETLAND NSW 2017,830,2,2,1
