Suburb,Address,Price,Bedrooms,Bathrooms,Parkings,Latitude,Longitude,Distance_to_CBD,Distance_to_station
parramatta,PARRAMATTA NSW 2150,650,,1,,-33.817,151.003,19803.90415197051,170.9882295662539
parramatta,11/9-11 Cowper PARRAMATTA NSW 2150,650,3,2,1,-33.82169,151.006409,19344.326300519515,516.4538801544483
parramatta,2502/29 Hunter Street PARRAMATTA NSW 2150,650,2,2,1,-33.8155022,150.999786,20138.784166490488,504.32543075438906
parramatta,1 & 2/55 Rosehill Street PARRAMATTA NSW 2150,650,3,2,2,-33.8244171,151.001144,19725.089246249277,867.557372456264
parramatta,33/7 Aird Street PARRAMATTA NSW 2150,635,2,2,2,-33.81743,150.999573,20090.458831390046,486.9666230043871
parramatta,606/330 Church Street PARRAMATTA NSW 2150,,2,2,1,-33.8117638,151.005615,19767.334099033058,610.1276351849858
parramatta,201/6-10 Charls Street PARRAMATTA NSW 2150,630,3,2,2,-33.8169327,151.009064,19274.381985929645,393.5997051514431
parramatta,1410 45 Macquarie Street PARRAMATTA NSW 2150,630,2,2,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,15/63 Victoria Road PARRAMATTA NSW 2150,625,3,2,2,-33.80926,151.013031,19225.30677793889,1165.10343566336
parramatta,515/45 Macquarie  Street PARRAMATTA NSW 2150,620,2,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,4/22 Henry Street PARRAMATTA NSW 2150,620,3,2,2,-33.8099365,151.013519,19155.666338318948,1140.695252612393
parramatta,201/13-15 Hassall Street PARRAMATTA NSW 2150,610,2,2,1,-33.8184128,151.008621,19260.64619308193,375.1414574330152
parramatta,33/37 campbell Street PARRAMATTA NSW 2150,610,2,2,1,-33.81912,151.002411,19782.92729335673,306.9457372513919
parramatta,14/11-15 Dixon Street PARRAMATTA NSW 2150,610,3,2,2,-33.82351,151.0021,19668.045900572513,741.4362703146875
parramatta,2101/29 Hunter St PARRAMATTA NSW 2150,600,2,2,1,-33.81559,150.999817,20132.963458659942,498.04215770484564
parramatta,201/8 River Road  Parramatta PARRAMATTA NSW 2150,600,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,32/7 Aird Street PARRAMATTA NSW 2150,600,2,2,1,-33.81743,150.999573,20090.458831390046,486.9666230043871
parramatta,503/6 River Road West PARRAMATTA NSW 2150,600,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,1115/45 Macquarie St PARRAMATTA NSW 2150,600,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,604/8 River Road West PARRAMATTA NSW 2150,600,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,806/6 River Road West PARRAMATTA NSW 2150,600,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,708/8 River Road  Parramatta PARRAMATTA NSW 2150,600,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,18/7 Aird st PARRAMATTA NSW 2150,600,2,2,1,-33.81743,150.999573,20090.458831390046,486.9666230043871
parramatta,2501/45 Macquarie Street PARRAMATTA NSW 2150,600,1,1,1,-33.81547,151.004837,19697.218629936764,194.66513126996722
parramatta,904B/8 Cowper Street PARRAMATTA NSW 2150,590,2,2,1,-33.82174,151.006851,19303.600655305614,534.7044365384619
parramatta,25/26-30 Hassall Street PARRAMATTA NSW 2150,590,2,2,1,-33.8174629,151.01,19173.35163826215,479.64411310679685
parramatta,150/109-113 George Street PARRAMATTA NSW 2150,590,2,2,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,606/6 River Road  Parramatta PARRAMATTA NSW 2150,580,2,2,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,136/18 Sorrell Street PARRAMATTA NSW 2150,580,2,2,1,-33.8102,151.007431,19670.692468027555,815.6494440352748
parramatta,1025 45 Macquarie Street PARRAMATTA NSW 2150,580,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,330 Church St PARRAMATTA NSW 2150,580,1,1,1,-33.8117638,151.005615,19767.334099033058,610.1276351849858
parramatta,126 Thomas Street PARRAMATTA NSW 2150,580,3,1,2,-33.81281,151.021408,18359.257006948614,1611.3516082539936
parramatta,8/109-113 George Street PARRAMATTA NSW 2150,570,2,2,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,19/109-113 George Street PARRAMATTA NSW 2150,570,2,2,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,710A/3 Broughton Street PARRAMATTA NSW 2150,570,2,2,1,-33.8140678,151.018875,18527.826721636226,1346.9297228860478
parramatta,12/42 Early Street PARRAMATTA NSW 2150,570,3,2,1,-33.82083,151.002914,19681.622329261623,437.33348704452453
parramatta,Unit 604/354-366 Church Street PARRAMATTA NSW 2150,565,1,1,1,-33.80924,151.005539,19872.335550604213,888.1375396543882
parramatta,38/20 Victoria Road PARRAMATTA NSW 2150,565,2,1,1,-33.80844,151.006241,19843.657844878147,983.1776198016779
parramatta,Unit 604/354-366 Church Street PARRAMATTA NSW 2150,565,1,1,1,-33.80924,151.005539,19872.335550604213,888.1375396543882
parramatta,22/11-13 Hunter Street PARRAMATTA NSW 2150,560,2,2,2,-33.8153343,150.9986,20248.80942298318,613.4828015345953
parramatta,330 Church Street PARRAMATTA NSW 2150,550,1,1,,-33.8117638,151.005615,19767.334099033058,610.1276351849858
parramatta,Amos st PARRAMATTA NSW 2150,,2,2,2,-33.8161,150.993042,20711.178544180355,1098.2097222715624
parramatta,1 Rosehill St PARRAMATTA NSW 2150,550,3,1,1,-33.8248558,150.99585,20183.704684709683,1186.210129672228
parramatta,1301/1A Morton Street PARRAMATTA NSW 2150,550,2,2,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,2515/1A Morton Street PARRAMATTA NSW 2150,550,2,2,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,2/82 O'Connell Street PARRAMATTA NSW 2150,550,3,3,1,-33.802475,151.003159,20356.026317080403,1643.3287378296066
parramatta,11a Denison Street PARRAMATTA NSW 2150,550,2,1,1,-33.8242378,150.997589,20047.095108342623,1026.6837502862857
parramatta,149/13-15 Hassall Street PARRAMATTA NSW 2150,540,2,2,1,-33.81841,151.008652,19258.02165086626,377.7218304622151
parramatta,171/13 Hassall St PARRAMATTA NSW 2150,540,2,2,1,-33.8184128,151.008621,19260.64619308193,375.1414574330152
parramatta,16/12-14 Banks Street PARRAMATTA NSW 2150,540,3,2,2,-33.8211861,150.995132,20359.666301156147,999.3376344865857
parramatta,5/2-6 Campbell St PARRAMATTA NSW 2150,540,2,1,1,-33.81743,150.997574,20266.575533022675,671.8918908855757
parramatta,495 Church Street PARRAMATTA NSW 2150,540,3,1,3,-33.8017,151.004639,20263.221574125742,1722.1047568356107
parramatta,29 Crimea Street PARRAMATTA NSW 2150,540,3,2,1,-33.8233452,150.996429,20177.44755761219,1032.1430769050594
parramatta,36/17-19 Hassall Street PARRAMATTA NSW 2150,540,2,2,1,-33.8180847,151.00914,19226.632254589847,410.524099461876
parramatta,44/76 Great Western Highway PARRAMATTA NSW 2150,,2,1,2,-33.8181076,150.994492,20515.845112275154,961.8362249330678
parramatta,1319/45 Macquarie St PARRAMATTA NSW 2150,530,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,148/13-15 Hassall Street PARRAMATTA NSW 2150,530,2,2,1,-33.8184128,151.008621,19260.64619308193,375.1414574330152
parramatta,1904 45 Macquarie Street PARRAMATTA NSW 2150,530,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,13/11-15 Dixon Street PARRAMATTA NSW 2150,525,2,2,1,-33.82351,151.0021,19668.045900572513,741.4362703146875
parramatta,2BED+STUDY/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,9/66 Marsden Street PARRAMATTA NSW 2150,520,3,2,1,-33.82189,150.999039,19990.70809984099,744.9081594851338
parramatta,254A/109-113 George Street PARRAMATTA NSW 2150,520,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,170A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,13/9-11 New Zealand Street PARRAMATTA NSW 2150,510,3,1,2,-33.8148155,151.014587,18870.883897552103,942.3006625303337
parramatta,185A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,104A/109-113 George Street PARRAMATTA NSW 2150,510,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,52/3 Campbell Street PARRAMATTA NSW 2150,500,2,1,,-33.8178253,150.997131,20292.279527383576,715.6236382022856
parramatta,54-58 Macarthur St PARRAMATTA NSW 2150,,1,1,1,-33.81048,151.014618,19038.896650637518,1175.3578784985064
parramatta,203A George street PARRAMATTA NSW 2150,,2,2,,-33.8181,151.018219,18431.265376500774,1243.6378701828298
parramatta,301B/3 broughton st PARRAMATTA NSW 2150,500,2,1,1,-33.8140678,151.018875,18527.826721636226,1346.9297228860478
parramatta,410/8 River Road West  Parramatta PARRAMATTA NSW 2150,500,1,1,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,3/1 Macquarie Street PARRAMATTA NSW 2150,500,2,2,1,-33.8142433,150.998138,20328.065353772294,702.0796426223255
parramatta,1117/45 Macquarie Street PARRAMATTA NSW 2150,500,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,205/22 Great Western Highway PARRAMATTA NSW 2150,495,2,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,50  Boundary PARRAMATTA NSW 2150,490,4,1,1,-33.8249168,151.001862,19645.97139953794,896.2408037804498
parramatta,121/109-113 George Street PARRAMATTA NSW 2150,490,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,138 Railway Sreet PARRAMATTA NSW 2150,490,2,1,1,-33.82517,150.996,20161.057502210828,1201.8373630652993
parramatta,12/23 Good Street PARRAMATTA NSW 2150,490,2,2,1,-33.81643,150.993973,20617.9143987057,1008.7624391720877
parramatta,65/109-113 George Street PARRAMATTA NSW 2150,490,1,1,1,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,62 Albert Street PARRAMATTA NSW 2150,490,3,2,1,-33.8037376,151.009445,19765.245909065037,1555.9101714801589
parramatta,1916/45 Macquarie Street PARRAMATTA NSW 2150,485,,1,,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,1BED+Study/1A Morton Street PARRAMATTA NSW 2150,,1,1,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,102/11-15 Robilliard St PARRAMATTA NSW 2150,480,2,2,1,-33.82053,150.989548,20876.13551803846,1461.2750142236005
parramatta,13/5 Good Street PARRAMATTA NSW 2150,,2,1,1,-33.81753,150.993988,20579.562608805303,1004.0758267903549
parramatta,102/8 River Road West  Parramatta PARRAMATTA NSW 2150,475,1,1,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,29/27 Campbell Street PARRAMATTA NSW 2150,470,2,1,,-33.818573,151.0014,19890.56020505172,350.75099686794084
parramatta,4/33 Campbell Street PARRAMATTA NSW 2150,470,2,1,1,-33.819,151.001953,19827.36858671106,331.0059728190083
parramatta,22/24 Campbell Street PARRAMATTA NSW 2150,470,2,2,1,-33.8177948,150.999359,20096.86554867299,510.17685908060474
parramatta,1/1 Good Street PARRAMATTA NSW 2150,470,3,1,1,-33.8179779,150.993439,20613.18686687291,1057.6327030942844
parramatta,402/6 River Road West  Parramatta PARRAMATTA NSW 2150,470,1,1,1,-33.8160477,151.01947,18399.38417380521,1361.955646992285
parramatta,908/36 Cowper St PARRAMATTA NSW 2150,470,1,1,1,-33.82016,151.007034,19340.128269528468,384.35182070815085
parramatta,7/89 Great Western Highway PARRAMATTA NSW 2150,465,2,1,1,-33.8187943,150.995911,20367.749830183875,843.617392561117
parramatta,3/74-76 Pitt Street PARRAMATTA NSW 2150,460,3,2,1,-33.8259964,150.994812,20243.152662269902,1343.955023570305
parramatta,26/76 Great Western Highway PARRAMATTA NSW 2150,460,2,1,1,-33.8181076,150.994492,20515.845112275154,961.8362249330678
parramatta,7206/1a Morton Street PARRAMATTA NSW 2150,460,1,1,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,5/23 Campbell Street PARRAMATTA NSW 2150,450,2,1,1,-33.81873,151.000717,19945.487997981323,415.5251913704808
parramatta,9/8-12 Sorrell Street PARRAMATTA NSW 2150,450,2,1,1,-33.81045,151.007217,19679.36756566496,783.3757737371727
parramatta,11/43 Campbell Street PARRAMATTA NSW 2150,450,2,1,1,-33.8192863,151.0031,19716.550968935146,279.00198668949275
parramatta,3/14-16 Lenox Street PARRAMATTA NSW 2150,450,2,1,1,-33.8216057,151.001068,19819.85983990305,597.6770343311177
parramatta,6110/1A Morton Street PARRAMATTA NSW 2150,450,1,1,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,926 45 Macquarie Street PARRAMATTA NSW 2150,450,,1,,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,6/60 Pitt Street PARRAMATTA NSW 2150,450,2,1,1,-33.8245659,150.995163,20253.57635487674,1209.7350616296255
parramatta,19/7-11  Elizabeth St PARRAMATTA NSW 2150,450,2,1,1,-33.8113556,151.008316,19548.707380932814,726.7601214092433
parramatta,44/2-4 Amos street PARRAMATTA NSW 2150,450,1,1,1,-33.8163071,150.993179,20692.071087816963,1083.2076578144104
parramatta,11/19-21 O'Connell st PARRAMATTA NSW 2150,440,2,1,,-33.80581,151.002075,20309.364334025453,1291.5263859429192
parramatta,41 Grose Street PARRAMATTA NSW 2150,440,3,1,1,-33.8071365,151.0075,19788.244275003723,1146.0454659993309
parramatta,6/93 Great Western Highway PARRAMATTA NSW 2150,440,2,1,1,-33.8187675,150.995453,20409.12330944233,884.5708372133246
parramatta,2/36a Thomas St PARRAMATTA NSW 2150,440,2,2,1,-33.8111076,151.012482,19197.95188498687,981.1794365219973
parramatta,22/3-5 Marsden Street PARRAMATTA NSW 2150,440,2,1,1,-33.8266525,151.000351,19729.166690281,1124.8035611958799
parramatta,Unit 1/33 Meehan Street PARRAMATTA NSW 2150,,2,1,1,-33.8257866,151.0017,19634.267253039983,992.7922700334179
parramatta,2/43 Victoria Road PARRAMATTA NSW 2150,430,2,1,1,-33.80963,151.0109,19393.803215316773,1012.8339529266284
parramatta,7/19-21 Meehan Street PARRAMATTA NSW 2150,430,2,1,1,-33.8257942,151.002747,19540.694052483093,969.7999060009381
parramatta,40/5 GOOD STREET PARRAMATTA NSW 2150,430,2,1,1,-33.81753,150.993988,20579.562608805303,1004.0758267903549
parramatta,4/89 Great Western  Highway PARRAMATTA NSW 2150,420,2,1,1,-33.8187943,150.995911,20367.749830183875,843.617392561117
parramatta,6b/15  Campbell Street PARRAMATTA NSW 2150,420,1,1,1,-33.81866,150.999359,20067.6578922709,530.6770528894092
parramatta,23/1 Good Street PARRAMATTA NSW 2150,420,2,1,1,-33.816803,150.99382,20618.77889096259,1020.1382598735124
parramatta,11/32 Tennyson Street PARRAMATTA NSW 2150,,1,1,1,-33.8116226,151.02243,18319.97963609396,1744.2183474113904
parramatta,7/4 O'Reilly Street PARRAMATTA NSW 2150,420,2,1,1,-33.8192024,150.99472,20459.731878956507,961.0882118944271
parramatta,4/31-33 Meehan Street PARRAMATTA NSW 2150,420,2,1,1,-33.815,151.001114,20040.18736168812,423.18610199817005
parramatta,17/518 Church Street PARRAMATTA NSW 2150,415,2,1,1,-33.80045,151.004837,20301.159343896397,1860.6654093601887
parramatta,8/47 Great Western Highway PARRAMATTA NSW 2150,400,1,1,1,-33.81961,150.99939,20033.327839997208,568.6523298245029
parramatta,20/35 Campbell st PARRAMATTA NSW 2150,400,2,1,1,-33.8190536,151.002151,19808.09791042835,320.190511415208
parramatta,8 Harvey Street PARRAMATTA NSW 2150,400,2,1,1,-33.8126869,151.014877,18928.25055089107,1057.894345190329
parramatta,19/11-13 Queens Avenue PARRAMATTA NSW 2150,400,1,1,1,-33.8117561,151.01004,19383.66261610632,775.1827371763352
parramatta,16m/15 Campbell Street PARRAMATTA NSW 2150,395,2,1,1,-33.81866,150.999359,20067.6578922709,530.6770528894092
parramatta,5/160 Pennant St PARRAMATTA NSW 2150,395,2,1,1,-33.80494,151.022369,18614.616450732297,2120.0845915123846
parramatta,105 Church St PARRAMATTA NSW 2150,390,1,1,1,-33.8194351,151.003891,19641.769781243485,260.01075347409414
parramatta,22/11-13 Good Street PARRAMATTA NSW 2150,400,2,1,1,-33.8173027,150.993912,20593.86848298573,1010.5800627039882
parramatta,23/14-16 Lamont Street PARRAMATTA NSW 2150,400,2,1,1,-33.81122,151.0072,19650.740324362247,701.3657790814283
parramatta,120/22 Great Western Highway PARRAMATTA NSW 2150,380,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,8a Oaks Street PARRAMATTA NSW 2150,380,1,1,1,-33.8194923,151.017944,18404.62203189975,1240.1422387906052
parramatta,28/22 Great Western Highway PARRAMATTA NSW 2150,380,1,1,,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,8/102 O'Connell Street PARRAMATTA NSW 2150,380,2,1,1,-33.80098,151.002914,20441.480420195156,1810.5640541260746
parramatta,112B/109-113 George Street PARRAMATTA NSW 2150,370,,1,,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,14B/109-113 George Street PARRAMATTA NSW 2150,370,,1,,-33.8156166,151.010208,19222.335484660933,529.1604613042794
parramatta,PARRAMATTA NSW 2150,350,1,1,,-33.815,151.001114,20040.18736168812,423.18610199817005
parramatta,A/5 Gore Street PARRAMATTA NSW 2150,310,1,1,,-33.8115578,151.0161,18867.54374708219,1218.3828008341281
parramatta,A/5 Gore Street PARRAMATTA NSW 2150,310,1,1,,-33.8115578,151.0161,18867.54374708219,1218.3828008341281
parramatta,19/22 Great Western Highway PARRAMATTA NSW 2150,335,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,41/22 Great Western Highway PARRAMATTA NSW 2150,320,,1,,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,37A/20-24 Sorrell Street PARRAMATTA NSW 2150,325,1,1,,-33.809536,151.007034,19731.335403503737,876.9915520766107
parramatta,1 Dixon Street PARRAMATTA NSW 2150,320,1,1,,-33.82346,151.001221,19747.708150077546,767.9446042650659
parramatta,128/22 Great Western Highway PARRAMATTA NSW 2150,315,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,173/22 Great Western Highway PARRAMATTA NSW 2150,300,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,12/1 Campbell Street PARRAMATTA NSW 2150,300,1,1,1,-33.81782,150.996918,20311.248836456114,735.2073359384835
parramatta,1/21-23 Iron Street PARRAMATTA NSW 2150,290,1,1,,-33.815,151.001114,20040.18736168812,423.18610199817005
parramatta,75/22 Great Western Highway PARRAMATTA NSW 2150,,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,12A Dixon Street PARRAMATTA NSW 2150,250,1,1,,-33.82293,151.001511,19738.505555126427,703.3333716894584
parramatta,2D Bourke PARRAMATTA NSW 2150,170,1,1,,-33.7943153,151.002747,20756.8382919483,2548.4072214001512
parramatta,17 Sorrell Street PARRAMATTA NSW 2150,,1,1,,-33.80946,151.006653,19767.289923532157,877.7203173427868
parramatta,10/47-49 Sorrell Street PARRAMATTA NSW 2150,20,,,1,-33.8054276,151.0073,19876.477820848857,1328.4357197541624
parramatta,102/20 Victoria Road PARRAMATTA NSW 2150,650,3,2,1,-33.80852,151.006363,19829.91309312994,975.9655757770108
parramatta,4602/330 Church Street PARRAMATTA NSW 2150,,2,2,1,-33.8117638,151.005615,19767.334099033058,610.1276351849858
parramatta,110-114 James Ruse Drive PARRAMATTA NSW 2150,840,1,1,1,-33.8172836,151.022049,18128.03176183353,1594.4537751949151
parramatta,1406B/8 Cowper St PARRAMATTA NSW 2150,680,3,2,1,-33.82174,151.006851,19303.600655305614,534.7044365384619
parramatta,18 Bobart St PARRAMATTA NSW 2150,660,3,2,1,-33.81929,150.9983,20140.23033999398,646.2386638295451
parramatta,1 Gould Place PARRAMATTA NSW 2150,630,4,2,2,-33.81161,151.018219,18682.745042103532,1387.524603484475
parramatta,26/37 Campbell Street PARRAMATTA NSW 2150,590,2,2,1,-33.81912,151.002411,19782.92729335673,306.9457372513919
parramatta,2314/45 Macquarie Street PARRAMATTA NSW 2150,530,1,1,1,-33.8149,151.001511,20008.992696529454,400.9543580674679
parramatta,2307/1A Morton Street PARRAMATTA NSW 2150,520,2,2,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,2A Jubilee Lane PARRAMATTA NSW 2150,520,2,2,2,-33.82206,151.005844,19382.21531460867,544.4946150335323
parramatta,1A Morton Street PARRAMATTA NSW 2150,470,2,2,1,-33.8142624,151.0161,18760.730599100232,1094.1972827070417
parramatta,9/24 Inkerman Street PARRAMATTA NSW 2150,430,2,1,1,-33.82561,151.001022,19699.986771397987,994.5343705762618
parramatta,15 Queens Avenue PARRAMATTA NSW 2150,420,2,1,1,-33.81154,151.010132,19384.150430440222,799.2860414877256
parramatta,11/65 Marsden Street PARRAMATTA NSW 2150,420,2,1,1,-33.82024,151.00032,19930.383719801874,534.7444309301083
parramatta,3 Broughton street PARRAMATTA NSW 2150,380,1,1,,-33.8140678,151.018875,18527.826721636226,1346.9297228860478
parramatta,22 Great Western Highway PARRAMATTA NSW 2150,325,1,1,1,-33.81939,151.001587,19846.569899255435,384.2527896076544
parramatta,21-23  Cowper St PARRAMATTA NSW 2150,280,1,,1,-33.82086,151.0064,19372.574891837805,428.6817092783374
zetland,2406/98 Joynton Avenue ZETLAND NSW 2017,900,2,2,1,-33.90367,151.210251,3406.007925638239,778.1081428849736
zetland,23 Gadigal  Avenue ZETLAND NSW 2017,665,1,1,1,-33.9063072,151.2099,3693.6039410937924,690.2738481679426
zetland,1008/28 Ebsworth Street ZETLAND NSW 2017,1250,3,2,1,-33.90591,151.2042,3637.2396535652547,167.8813532619533
zetland,501/2 Victoria Park Parade ZETLAND NSW 2017,750,2,2,1,-33.9042625,151.211761,3489.4760689036952,890.643978043864
zetland,14 Defries Ave ZETLAND NSW 2017,1200,3,2,1,-33.9095078,151.2122,4071.0816605402265,971.8029685134321
zetland,3 Naulty Place ZETLAND NSW 2017,1180,3,2,2,-33.90861,151.212982,3983.369807303944,1009.2653544151104
zetland,2708/98 Joynton  Avenue ZETLAND NSW 2017,850,2,2,1,-33.90367,151.210251,3406.007925638239,778.1081428849736
zetland,84 Epsom Road ZETLAND NSW 2017,830,2,2,1,-33.9102173,151.2078,4113.640471656205,661.6972004708302
zetland,14 Defries Ave ZETLAND NSW 2017,810,2,2,1,-33.9095078,151.2122,4071.0816605402265,971.8029685134321
zetland,14 Defries Ave ZETLAND NSW 2017,750,2,2,,-33.9095078,151.2122,4071.0816605402265,971.8029685134321
zetland,4/9 Grandstand Parade ZETLAND NSW 2017,725,2,1,,-33.9051476,151.2096,3562.962794972559,674.0950020197337
zetland,124/12 Grandstand Parade ZETLAND NSW 2017,720,2,2,,-33.9038162,151.210861,3428.8886647292584,825.2859026820028
zetland,1201/20 Gadigal Avenue ZETLAND NSW 2017,650,1,1,1,-33.9043159,151.213165,3517.082125920751,1015.6140113672432
zetland,146/10 Victoria Park Parade ZETLAND NSW 2017,650,1,1,1,-33.9079628,151.209579,3873.887844691208,686.764839367968
zetland,521/2 Ascot Ave ZETLAND NSW 2017,620,1,1,1,-33.9075165,151.211685,3845.7770444716266,866.4629605057265
zetland,4/13 Grandstand Parade ZETLAND NSW 2017,,1,1,1,-33.9065781,151.2092,3717.989414403838,626.4584915123113
zetland,3 Naulty Place ZETLAND NSW 2017,600,1,1,1,-33.90867,151.21286,3988.1590803527047,1000.1175365820769
zetland,607/18 Ebsworth Street ZETLAND NSW 2017,,1,1,,-33.90591,151.2042,3637.2396535652547,167.8813532619533
zetland,50/6A Defries Avenue ZETLAND NSW 2017,590,1,1,,-33.9068871,151.2128,3792.0514020992646,960.9162765280558
zetland,519/2 Ascot Ave ZETLAND NSW 2017,560,1,1,,-33.9075165,151.211685,3845.7770444716266,866.4629605057265
zetland,14 Defries Ave ZETLAND NSW 2017,540,1,1,,-33.9095078,151.2122,4071.0816605402265,971.8029685134321
zetland,3 Naulty Place ZETLAND NSW 2017,530,1,1,,-33.90861,151.212982,3983.369807303944,1009.2653544151104
zetland,119/2 Kirby Wk ZETLAND NSW 2017,600,1,1,1,-33.9080925,151.210388,3895.1051525116422,762.6951221763704
zetland,210/39-47 Mentmore Avenue  Rosebery ZETLAND NSW 2017,850,2,2,1,-33.9140663,151.203842,4542.494582801757,874.5941705396384
zetland,Level 8  807/18 Ebsworth Street ZETLAND NSW 2017,730,1,1,,-33.90591,151.2042,3637.2396535652547,167.8813532619533
zetland,452/92 Epsom  Road ZETLAND NSW 2017,680,1,1,,-33.9102173,151.2078,4113.640471656205,661.6972004708302
zetland,99/22-24 Gadigal Avenue ZETLAND NSW 2017,2000,3,2,2,-33.9066963,151.211,3747.473527574102,793.4107047243428
zetland,LV1/19 Joynton Ave ZETLAND NSW 2017,1490,3,2,1,-33.9041023,151.209015,3442.8711707707866,654.1654355204647
zetland,B1104/1 Link Road ZETLAND NSW 2017,,3,3,2,-33.91014,151.211029,4127.215385261648,903.2422034041114
zetland,926/2B Defries  Avenue ZETLAND NSW 2017,1250,3,2,2,-33.9052658,151.213089,3619.4113045035674,991.4692336225057
zetland,309/116 Joynton Avenue ZETLAND NSW 2017,1150,3,2,2,-33.90761,151.20813,3826.0252044661925,547.1623530717883
zetland,15/6 Wolseley Grove ZETLAND NSW 2017,1150,2,2,1,-33.9046745,151.211792,3535.0919659443134,883.1437937461875
zetland,33/4 Grandstand Parade ZETLAND NSW 2017,1150,3,2,2,-33.90522,151.210587,3580.356315078094,762.7309608983635
zetland,83/22 Gadigal Ave ZETLAND NSW 2017,,3,2,2,-33.9055176,151.212219,3633.5256394445173,908.5711555475816
zetland,3/106 Joynton Avenue ZETLAND NSW 2017,,2,2,1,-33.9063721,151.208878,3693.0271546764366,595.849564725472
zetland,49/30 Gadigal Avenue ZETLAND NSW 2017,1050,3,2,2,-33.9070778,151.2087,3770.040235030573,586.1806682744271
zetland,C501/1-5 Link Road ZETLAND NSW 2017,,3,2,1,-33.910984,151.2124,4235.809760722361,1059.5243001481035
zetland,16/6 Wolseley Grove ZETLAND NSW 2017,,2,2,1,-33.9046745,151.211792,3535.0919659443134,883.1437937461875
zetland,15 Joynton Avenue ZETLAND NSW 2017,910,2,2,1,-33.90442,151.207825,3471.251445294754,538.9092830567212
zetland,15 Joynton Avenue ZETLAND NSW 2017,910,2,2,1,-33.90442,151.207825,3471.251445294754,538.9092830567212
zetland,704/3 George Julius Avenue ZETLAND NSW 2017,850,2,2,1,-33.90741,151.210815,3824.088744232927,785.1481272223926
zetland,31/3 Victoria Park Parade ZETLAND NSW 2017,850,2,2,1,-33.90522,151.210587,3580.356315078094,762.7309608983635
zetland,1112/5 O'dea Avenue ZETLAND NSW 2017,850,2,2,1,-33.9037437,151.208908,3402.4516132739136,660.8259600887459
zetland,1/1 Leyland  Grove ZETLAND NSW 2017,,2,2,2,-33.9063721,151.208878,3693.0271546764366,595.849564725472
zetland,40/3 Defries Avenue ZETLAND NSW 2017,830,2,2,1,-33.90693,151.212234,3788.571819775488,909.0815742548751
