Suburb,Address,Price,Bedrooms,Bathrooms,Parkings
strathfield,37/26 Cotswold Road STRATHFIELD NSW 2135,325000,1,1,
strathfield,19/26 Cotswold Road STRATHFIELD NSW 2135,320000,1,1,
strathfield,6/26 Cotswold Road STRATHFIELD NSW 2135,290000,1,1,
strathfield,9 Hilts Road STRATHFIELD NSW 2135,,,1,1
strathfield,64 REDMYRE ROAD STRATHFIELD NSW 2135,,6,4,5
strathfield,4-6 Llandilo Avenue STRATHFIELD NSW 2135,,6,4,3
strathfield,STRATHFIELD NSW 2135,1000000,3,3,1
strathfield,STRATHFIELD NSW 2135,1695000,3,3,1
strathfield,88 Centenary Dr STRATHFIELD NSW 2135,1695000,3,3,1
strathfield,143 Wentworth Road STRATHFIELD NSW 2135,,3,2,4
strathfield,564 Liverpool Road STRATHFIELD NSW 2135,,2,2,1
strathfield,549 Liverpool Road STRATHFIELD NSW 2135,,2,2,1
strathfield,G09/549-557 Liverpool Road STRATHFIELD NSW 2135,,2,2,1
strathfield,5/38 Manson Rd STRATHFIELD NSW 2135,560000,1,1,1
rhodes,802/80 Rider Boulevard RHODES NSW 2138,,3,2,2
rhodes,1024/60 Walker street RHODES NSW 2138,,3,2,2
rhodes,2106/7 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,202/7 Sevier Avenue RHODES NSW 2138,1030000,2,2,1
rhodes,832/4 Marquet Street RHODES NSW 2138,1010000,2,2,1
rhodes,201/2 Lewis Ave RHODES NSW 2138,,2,2,1
rhodes,357/6 Mary Street RHODES NSW 2138,,2,2,1
rhodes,6/4 Llewellyn Street RHODES NSW 2138,,2,1,1
rhodes,616/91 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,544/2 Marquet Street RHODES NSW 2138,,2,2,1
rhodes,128/38 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,E205/10-16 Marquet Street RHODES NSW 2138,700000,2,1,1
rhodes,1209/43 Shoreline Drive RHODES NSW 2138,,1,1,1
rhodes,43/38 Shoreline  Drive RHODES NSW 2138,,1,1,1
rhodes,203C/10-16 Marquet Street RHODES NSW 2138,,1,1,1
rhodes,1004/87 shoreline drive RHODES NSW 2138,,2,2,1
rhodes,210/43 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,904/88 Rider Blvd RHODES NSW 2138,,3,2,2
rhodes,31/50 Walker Street RHODES NSW 2138,,1,1,1
rhodes,302/4 Lewis Ave RHODES NSW 2138,,3,2,2
rhodes,B703/3 Timbrol Avenue RHODES NSW 2138,,3,2,2
rhodes,2005/87 Shoreline Drive RHODES NSW 2138,1150000,2,2,1
rhodes,113/11 Lewis Avenue RHODES NSW 2138,,2,2,1
rhodes,188/38 Shoreline dr RHODES NSW 2138,,2,2,1
rhodes,907/7 Rider Boulevard RHODES NSW 2138,750000,1,1,1
rhodes,603/7 Gauthorpe Street RHODES NSW 2138,,1,1,1
rhodes,2107/42 Walker Street RHODES NSW 2138,,1,1,1
rhodes,G104/10-16 Marquet Street RHODES NSW 2138,,1,1,1
rhodes,301C/10-16 Marquet Street RHODES NSW 2138,,1,1,1
rhodes,23/50 Walker St RHODES NSW 2138,,1,1,1
rhodes,A.05.06/10 Walker Street RHODES NSW 2138,1316000,3,2,1
rhodes,A.25.01/10 Walker Street RHODES NSW 2138,807800,1,1,1
rhodes,63 Llewellyn Street RHODES NSW 2138,,5,4,2
rhodes,21 Cropley Street RHODES NSW 2138,,4,1,2
rhodes,2302/7 Rider Blvd. RHODES NSW 2138,,3,2,2
rhodes,A3503/12-14 Walker St. RHODES NSW 2138,,3,2,1
rhodes,701/80 Rider Blvd RHODES NSW 2138,,3,2,2
rhodes,LEVEL 31/12 Walker Street RHODES NSW 2138,,3,3,2
rhodes,1030/4 Marquet St RHODES NSW 2138,,3,2,2
rhodes,1406/42 WALKER STREET RHODES NSW 2138,1300000,2,2,1
rhodes,1405/87 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,302/2 Rider Blvd RHODES NSW 2138,,3,2,2
rhodes,52/1 Timbrol  Avenue RHODES NSW 2138,1130000,3,2,2
rhodes,1603/87 SHORELINE DRIVE RHODES NSW 2138,1000000,2,2,1
rhodes,1602/87 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,1304/46 Walker Street RHODES NSW 2138,1000000,2,2,1
rhodes,602/88 Rider Boulevard RHODES NSW 2138,1045000,2,2,1
rhodes,704/18 Walker Street RHODES NSW 2138,,2,2,1
rhodes,482A Concord Road RHODES NSW 2138,,2,2,1
rhodes,1127/60 WALKER STREET RHODES NSW 2138,,3,2,2
rhodes,407/19 Shoreline Dr. RHODES NSW 2138,,2,2,1
rhodes,1701/87 Shoreline Dr RHODES NSW 2138,,2,2,1
rhodes,305/78 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,410/42 Walker Street RHODES NSW 2138,,2,2,1
rhodes,542/2 Marquet Street RHODES NSW 2138,950000,2,2,1
rhodes,416/11 Lewis RHODES NSW 2138,,2,2,1
rhodes,24 walker street RHODES NSW 2138,,2,2,1
rhodes,201/42 Rider Blvd RHODES NSW 2138,,2,2,1
rhodes,401/1 Gauthorpe  street RHODES NSW 2138,880000,2,2,1
rhodes,30/2 Nina Gray Ave RHODES NSW 2138,,2,2,1
rhodes,408/8B Mary Street RHODES NSW 2138,,2,2,1
rhodes,105/17 shoreline drive RHODES NSW 2138,,2,2,1
rhodes,2407/42 Walker Street RHODES NSW 2138,,1,1,1
rhodes,418/89 Shoreline Drive RHODES NSW 2138,,2,2,1
rhodes,CG03/10-16 Marquet Street RHODES NSW 2138,,2,2,1
rhodes,205/2 Walker Street RHODES NSW 2138,,2,2,1
rhodes,320/2 Meredith Avenue RHODES NSW 2138,,2,2,1
rhodes,111/38 shoreline drive RHODES NSW 2138,,2,2,1
rhodes,923/4 Marquet Street RHODES NSW 2138,,2,3,1
rhodes,RHODES NSW 2138,787800,1,1,1
rhodes,E101/10 Marquet Street RHODES NSW 2138,768000,2,1,1
rhodes,RHODES NSW 2138,750000,2,1,1
rhodes,448 Concord Road RHODES NSW 2138,,2,1,2
rhodes,904/42 shoreline drive RHODES NSW 2138,,1,1,1
rhodes,101/76 Rider Boulevard RHODES NSW 2138,,1,1,1
rhodes,2108/42 Walker Street RHODES NSW 2138,,1,1,1
rhodes,207/7 Rider Blvd RHODES NSW 2138,,1,1,1
rhodes,Level 5  D507/42 Walker Street RHODES NSW 2138,650000,1,1,
rhodes,202/18 Walker St RHODES NSW 2138,,1,1,1
rhodes,303/8B Mary Street RHODES NSW 2138,,1,1,1
rhodes,C403/10-16 Marquet Street RHODES NSW 2138,625000,1,1,1
rhodes,C403/10-16 Marquet Street RHODES NSW 2138,625000,1,1,1
rhodes,BG06/10-16  Marquet Street RHODES NSW 2138,,1,1,1
rhodes,613/42 Shoreline Drive RHODES NSW 2138,,1,1,1
rhodes,33/38 Shoreline Drive RHODES NSW 2138,,1,1,1
rhodes,BG 14/10-16 Marquet Street RHODES NSW 2138,,1,2,1
rhodes,50 walker st RHODES NSW 2138,,1,1,1
rhodes,BG12/10-16 Marquet Street RHODES NSW 2138,500000,1,2,
rhodes,RHODES NSW 2138,,1,1,1
rhodes,703/1 Jean Wailes Avenue RHODES NSW 2138,,4,3,2
rhodes,14xx/10 Walker Street RHODES NSW 2138,,2,2,1
rhodes,J201/10-16 marquet street RHODES NSW 2138,550000,1,1,
parramatta,1807/29 Hunter St PARRAMATTA NSW 2150,769000,2,2,1
parramatta,J812/2 Morton Street PARRAMATTA NSW 2150,760000,2,2,1
parramatta,82/68 MacArthur Street PARRAMATTA NSW 2150,,3,2,2
parramatta,1901/1A Morton st PARRAMATTA NSW 2150,,2,2,1
parramatta,2/6-8 Lennox Street PARRAMATTA NSW 2150,,2,1,1
parramatta,D201/2 Morton Street PARRAMATTA NSW 2150,579900,1,1,1
parramatta,305/354 Church Street PARRAMATTA NSW 2150,549000,1,1,1
parramatta,406/354-366 Church Street PARRAMATTA NSW 2150,,1,1,1
parramatta,9/3 Good Street PARRAMATTA NSW 2150,530000,2,2,1
parramatta,7/72 Great Western Highway PARRAMATTA NSW 2150,500000,2,1,1
parramatta,9/12-14 Denison Street PARRAMATTA NSW 2150,460000,2,1,1
parramatta,27 Tennyson Street PARRAMATTA NSW 2150,,3,1,
parramatta,14 Gore Street PARRAMATTA NSW 2150,,2,2,1
parramatta,117 Alfred Street PARRAMATTA NSW 2150,,3,1,1
parramatta,15 Wandsworth st PARRAMATTA NSW 2150,,3,1,2
parramatta,58/3 Sorrell Street PARRAMATTA NSW 2150,,3,2,1
parramatta,76 MARSDEN STREET PARRAMATTA NSW 2150,870000,3,2,2
parramatta,1015C/3 Broughton Street PARRAMATTA NSW 2150,795000,2,2,1
parramatta,507B/8 Cowper Street PARRAMATTA NSW 2150,800000,3,2,1
parramatta,1/27 Stewart Street PARRAMATTA NSW 2150,,3,2,2
parramatta,7/30 Lennox Street PARRAMATTA NSW 2150,750000,3,2,2
parramatta,12/35 Victoria Road PARRAMATTA NSW 2150,,3,2,1
parramatta,1707/29 Hunter Street PARRAMATTA NSW 2150,728000,2,2,1
parramatta,257/109-113 George Street PARRAMATTA NSW 2150,,2,2,1
parramatta,2013/45  Macquarie St PARRAMATTA NSW 2150,710000,1,1,1
parramatta,E617/2 Morton Street PARRAMATTA NSW 2150,,2,2,1
parramatta,510/6 Charles Street PARRAMATTA NSW 2150,700000,3,2,1
parramatta,3216/1A Morton Street PARRAMATTA NSW 2150,699000,2,2,1
parramatta,5/27 Stewart Street PARRAMATTA NSW 2150,680000,2,2,1
parramatta,105/36-46 Cowper Street PARRAMATTA NSW 2150,,2,2,1
parramatta,314/36-46 Cowper Street PARRAMATTA NSW 2150,,2,2,1
parramatta,1/76 Great Western Highway PARRAMATTA NSW 2150,650000,2,1,1
parramatta,64/26-30 Hassall Street PARRAMATTA NSW 2150,630000,2,2,1
parramatta,463 Church street PARRAMATTA NSW 2150,630000,2,2,1
parramatta,20/4 Peace Lane PARRAMATTA NSW 2150,590000,2,1,1
parramatta,313/22 Charles Street PARRAMATTA NSW 2150,590000,1,1,1
parramatta,2/38 Napier Street PARRAMATTA NSW 2150,530000,1,1,1
parramatta,22/1 Good Street PARRAMATTA NSW 2150,499000,1,1,1
parramatta,105 Alfred Street PARRAMATTA NSW 2150,,3,2,2
parramatta,702/36-46 Cowper Street PARRAMATTA NSW 2150,,2,2,1
parramatta,403/22 Charles Street PARRAMATTA NSW 2150,580000,1,1,1
parramatta,14/68 Macarthur Street PARRAMATTA NSW 2150,649000,2,2,1
parramatta,37/7 Aird Street PARRAMATTA NSW 2150,,3,2,1
parramatta,1206C/3 Broughton Street PARRAMATTA NSW 2150,750000,2,2,2
parramatta,603/45  Macquarie street PARRAMATTA NSW 2150,730000,2,2,1
parramatta,H207/2 Morton street PARRAMATTA NSW 2150,,2,2,1
parramatta,7/10 Elizabeth Street PARRAMATTA NSW 2150,720000,3,1,1
parramatta,PARRAMATTA NSW 2150,679000,2,2,1
parramatta,225/13-15 Hassall Street PARRAMATTA NSW 2150,630000,2,2,1
parramatta,78/20 Victoria Road PARRAMATTA NSW 2150,590000,2,1,1
parramatta,715/45 Macquarie St PARRAMATTA NSW 2150,700000,2,1,1
parramatta,2 Morton Street PARRAMATTA NSW 2150,939000,2,2,1
parramatta,189 Macquarie Street PARRAMATTA NSW 2150,,30,30,19
parramatta,59  61 & 63 Rosehill Street PARRAMATTA NSW 2150,,9,3,3
parramatta,2601/189 Macquarie Street PARRAMATTA NSW 2150,2890000,6,6,3
parramatta,28.04/45 Macquarie Street PARRAMATTA NSW 2150,2545000,3,2,2
parramatta,PARRAMATTA NSW 2150,,,,
parramatta,PARRAMATTA NSW 2150,,4,2,1
parramatta,PARRAMATTA NSW 2150,,1,1,4
parramatta,34 Inkerman Street PARRAMATTA NSW 2150,1650000,4,2,2
parramatta,118 Thomas Street PARRAMATTA NSW 2150,,3,1,1
parramatta,4803/330 Church St PARRAMATTA NSW 2150,1000000,3,2,2
parramatta,1/55 Pitt Street PARRAMATTA NSW 2150,,4,2,1
parramatta,3307/1A Morton Street PARRAMATTA NSW 2150,,3,2,2
parramatta,2308/45 Macquarie Street PARRAMATTA NSW 2150,,2,2,1
parramatta,10 Young Street PARRAMATTA NSW 2150,1000000,5,2,2
parramatta,330 Church Street PARRAMATTA NSW 2150,860000,2,2,1
parramatta,505C/3 Broughton Street PARRAMATTA NSW 2150,879000,2,2,2
parramatta,22/60-62 Thomas Street PARRAMATTA NSW 2150,870000,3,2,1
parramatta,2307/330 Church St PARRAMATTA NSW 2150,858000,2,2,1
parramatta,8 Young Street PARRAMATTA NSW 2150,900000,2,2,1
parramatta,31/7 Aird Street PARRAMATTA NSW 2150,850000,3,2,1
parramatta,7 Aird Street PARRAMATTA NSW 2150,,2,2,1
parramatta,19 Marion Street PARRAMATTA NSW 2150,850000,2,2,1
parramatta,PARRAMATTA NSW 2150,836000,2,1,1
parramatta,1102/11 Hassall St PARRAMATTA NSW 2150,830000,2,2,1
parramatta,2/196-198 Burnett Street PARRAMATTA NSW 2150,829000,3,2,1
parramatta,189 Macquarie Street PARRAMATTA NSW 2150,820000,2,2,1
parramatta,3201/11 Hassall Street PARRAMATTA NSW 2150,819000,2,2,1
parramatta,1506/36-46 Cowper Street PARRAMATTA NSW 2150,800000,2,2,1
parramatta,PARRAMATTA NSW 2150,,2,2,1
parramatta,11 Hassall St PARRAMATTA NSW 2150,799000,2,2,1
parramatta,1407/6-10 Charles St PARRAMATTA NSW 2150,798000,3,2,1
parramatta,306C/3 Broughton Street PARRAMATTA NSW 2150,795000,2,2,2
parramatta,108/36-46 Cowper Street PARRAMATTA NSW 2150,,3,2,2
parramatta,33/93-95 Thomas Street PARRAMATTA NSW 2150,790000,3,2,2
parramatta,7/11-13 Tennyson Street PARRAMATTA NSW 2150,789000,3,2,2
parramatta,1010C/3 Broughton St PARRAMATTA NSW 2150,779000,2,2,2
parramatta,E613/2 Morton Street PARRAMATTA NSW 2150,759000,2,2,1
parramatta,D812/2 Morton Street PARRAMATTA NSW 2150,755000,2,2,1
parramatta,D703/2 Morton Street PARRAMATTA NSW 2150,753000,2,2,1
parramatta,32/7 Aird Street PARRAMATTA NSW 2150,750000,2,2,1
parramatta,29/7 Aird Street PARRAMATTA NSW 2150,,2,2,1
parramatta,LOT39/11 Hassall st PARRAMATTA NSW 2150,,2,2,1
parramatta,33/7 Aird Street PARRAMATTA NSW 2150,,2,2,1
parramatta,157/109-113 George Street PARRAMATTA NSW 2150,,2,2,1
parramatta,11/20-24 Sorrell Street PARRAMATTA NSW 2150,750000,2,2,1
parramatta,277/109-113 George Street PARRAMATTA NSW 2150,745000,2,2,1
parramatta,226/109-111 George Street PARRAMATTA NSW 2150,739000,2,2,1
parramatta,61/14 Hassall Street PARRAMATTA NSW 2150,739000,2,2,1
parramatta,2112/1a Morton Street PARRAMATTA NSW 2150,730000,2,2,1
parramatta,V by Crown 22.11/45 Macquarie Street PARRAMATTA NSW 2150,720000,1,1,1
parramatta,7/165-167 Pennant Street PARRAMATTA NSW 2150,730000,2,2,1
parramatta,21/60-62 Thomas Street PARRAMATTA NSW 2150,730000,2,2,1
parramatta,4/75 Victoria Road PARRAMATTA NSW 2150,728000,3,1,2
parramatta,402/25 Campbell  Street PARRAMATTA NSW 2150,,2,2,1
parramatta,PARRAMATTA NSW 2150,,2,2,1
parramatta,Tba Hassall Street Street PARRAMATTA NSW 2150,,2,2,1
parramatta,30/93-95 Thomas Street PARRAMATTA NSW 2150,749950,3,2,1
parramatta,7203/1A Morton Street PARRAMATTA NSW 2150,710000,2,2,1
parramatta,7-9 Aird Street PARRAMATTA NSW 2150,,2,2,1
parramatta,1404/6-10 Charles Street PARRAMATTA NSW 2150,709000,2,2,1
parramatta,703/6-10 Charles Street PARRAMATTA NSW 2150,709000,2,2,1
parramatta,G06/Building A 3 Broughton Street PARRAMATTA NSW 2150,,2,2,1
parramatta,710A/3 Broughton St PARRAMATTA NSW 2150,700000,2,2,1
parramatta,1303/36-46 Cowper Street PARRAMATTA NSW 2150,700000,2,2,1
parramatta,706/45 Macquarie Street PARRAMATTA NSW 2150,,2,2,1
parramatta,D308/2 Morton Street PARRAMATTA NSW 2150,,2,2,1
parramatta,811c/3 Broughton Street PARRAMATTA NSW 2150,,2,2,1
parramatta,Unit 1/26 Tennyson Street PARRAMATTA NSW 2150,700000,2,2,1
parramatta,517/2 Morton Street PARRAMATTA NSW 2150,700000,2,2,1
parramatta,89/13-15 Hassall Street PARRAMATTA NSW 2150,699000,2,2,2
parramatta,806/2 River Road West PARRAMATTA NSW 2150,,2,2,1
parramatta,PARRAMATTA NSW 2150,698000,2,2,2
parramatta,86/459 Church Street PARRAMATTA NSW 2150,690000,2,2,1
parramatta,2202/1A Morton Street PARRAMATTA NSW 2150,689800,2,2,1
parramatta,129/20 Victoria Road PARRAMATTA NSW 2150,689000,2,2,1
parramatta,201/6 River Road West PARRAMATTA NSW 2150,689000,2,2,1
parramatta,PARRAMATTA NSW 2150,688000,2,2,1
parramatta,28/11-13 Hunter Street PARRAMATTA NSW 2150,685000,2,2,1
parramatta,38/11-13 HUNTER Street PARRAMATTA NSW 2150,685000,2,1,1
parramatta,14/75-77 Great Western Highway PARRAMATTA NSW 2150,660000,2,2,1
parramatta,D202/2 Morton St PARRAMATTA NSW 2150,,2,2,1
parramatta,810C/3 Broughton Street PARRAMATTA NSW 2150,,2,2,1
parramatta,17/54-58 MacArthur Street PARRAMATTA NSW 2150,,2,2,1
parramatta,3208/1A Morton Street PARRAMATTA NSW 2150,680000,2,2,1
parramatta,D310 BUILDING D  2 MORTAN ST PARRAMATTA NSW 2150,680000,2,2,1
parramatta,Unit 5/26 Tennyson Street PARRAMATTA NSW 2150,679000,2,2,1
parramatta,11/17-19 Hassall Street PARRAMATTA NSW 2150,679000,2,2,1
parramatta,5/93-95 Thomas Street PARRAMATTA NSW 2150,,2,2,2
parramatta,1402/6-10 Charles Street PARRAMATTA NSW 2150,670000,2,2,1
parramatta,159/13-15 Hassall St PARRAMATTA NSW 2150,,2,2,1
parramatta,902c/3 Broughton Street PARRAMATTA NSW 2150,670000,2,2,1
parramatta,1506/1A Morton Street PARRAMATTA NSW 2150,699950,2,2,1
parramatta,25.11/45 Macquarie Street PARRAMATTA NSW 2150,660000,1,1,1
parramatta,5/23-33 Napier Street PARRAMATTA NSW 2150,,2,2,1
parramatta,83/459-463 Church St PARRAMATTA NSW 2150,659000,2,2,1
parramatta,210/37 Hassall Street PARRAMATTA NSW 2150,650000,2,2,1
parramatta,D13/88-98 Marsden Street PARRAMATTA NSW 2150,649000,2,2,1
parramatta,35/11-15 Hunter Street PARRAMATTA NSW 2150,650000,2,2,1
parramatta,PARRAMATTA NSW 2150,649000,2,2,1
parramatta,83/459-463 Church Street PARRAMATTA NSW 2150,640000,2,2,1
parramatta,6 Raymond Lane PARRAMATTA NSW 2150,640000,2,2,1
parramatta,514/45 Macquarie Street PARRAMATTA NSW 2150,639950,1,1,1
parramatta,2/30 King  St PARRAMATTA NSW 2150,630000,2,2,1
parramatta,3/23-33 Napier Street PARRAMATTA NSW 2150,625000,2,2,1
parramatta,1004/45 Macquarie Street PARRAMATTA NSW 2150,620000,1,1,1
parramatta,PARRAMATTA NSW 2150,650000,1,2,2
parramatta,PARRAMATTA NSW 2150,615000,1,1,1
parramatta,89/13-15 Hassall Street PARRAMATTA NSW 2150,,2,2,2
parramatta,178/109-113 George Street PARRAMATTA NSW 2150,600000,1,1,1
parramatta,11 Hassall Street PARRAMATTA NSW 2150,,,,
parramatta,11/75-77 Great Western Highway PARRAMATTA NSW 2150,,2,2,1
parramatta,24/45 Macquarie Street PARRAMATTA NSW 2150,600000,,1,1
parramatta,9/11-13 Stewart Street PARRAMATTA NSW 2150,599000,2,1,1
parramatta,6/13-21 Great Western Highway PARRAMATTA NSW 2150,590000,2,1,1
parramatta,15/15-19 Early Street PARRAMATTA NSW 2150,589000,2,1,1
parramatta,28/13-21 Great Western Highway PARRAMATTA NSW 2150,,2,1,2
parramatta,33/16-18 Harold Street PARRAMATTA NSW 2150,580000,2,1,2
parramatta,8/18 Thomas Street PARRAMATTA NSW 2150,579000,2,1,1
parramatta,41/109-113 George Street PARRAMATTA NSW 2150,560000,1,1,1
parramatta,16/5 Good Street PARRAMATTA NSW 2150,,3,1,1
parramatta,PARRAMATTA NSW 2150,,1,1,1
parramatta,29/1 Good  Street PARRAMATTA NSW 2150,,2,1,1
parramatta,5107/1A Morton  Street PARRAMATTA NSW 2150,,1,1,1
parramatta,32/109-113 George Street PARRAMATTA NSW 2150,,1,1,1
parramatta,1/5-15 Union Street PARRAMATTA NSW 2150,549000,2,1,2
parramatta,14.20/45 Macquarie Street PARRAMATTA NSW 2150,,1,1,1
parramatta,6/3 PITT Street PARRAMATTA NSW 2150,530000,2,1,1
parramatta,209A/3 Broughton Street PARRAMATTA NSW 2150,,1,1,1
parramatta,36/1 Good  Street PARRAMATTA NSW 2150,529000,2,1,2
parramatta,13/128 Macquarie Street PARRAMATTA NSW 2150,519000,2,1,1
parramatta,12.27/45 Macquarie Street PARRAMATTA NSW 2150,504400,,1,
parramatta,Level 6  80/64 Great Western Hwy PARRAMATTA NSW 2150,,2,1,1
parramatta,3 Broughton St PARRAMATTA NSW 2150,,1,1,1
parramatta,21/459-463 Church Street PARRAMATTA NSW 2150,,1,1,1
parramatta,10/75-77 Great Western Highway PARRAMATTA NSW 2150,495000,1,1,1
parramatta,10/75-77 Great Western Highway PARRAMATTA NSW 2150,495000,1,1,1
parramatta,PARRAMATTA NSW 2150,488800,1,1,1
parramatta,40/5 Good Street PARRAMATTA NSW 2150,480000,2,1,1
parramatta,1327/45 Macquarie Street PARRAMATTA NSW 2150,,1,1,
parramatta,6/63 Victoria Road PARRAMATTA NSW 2150,458000,1,1,1
parramatta,429/1-3 Valentine Avenue PARRAMATTA NSW 2150,310000,1,1,
parramatta,225/1-3 Valentine Avenue PARRAMATTA NSW 2150,310000,1,1,
parramatta,73/22 Great Western Highway PARRAMATTA NSW 2150,295000,1,1,
parramatta,303/1-3 Valentine Avenue PARRAMATTA NSW 2150,280000,1,1,
parramatta,62/22 Great Western Highway PARRAMATTA NSW 2150,290000,1,1,1
parramatta,5/2 Horwood Place PARRAMATTA NSW 2150,,1,1,
parramatta,6/46 Morton Street PARRAMATTA NSW 2150,,4,2,2
parramatta,3401/11 Hassall St PARRAMATTA NSW 2150,889000,2,2,1
parramatta,PARRAMATTA NSW 2150,,2,2,1
parramatta,2602/1A Morton Street PARRAMATTA NSW 2150,845000,2,2,1
parramatta,2208/45 Macquarie Street PARRAMATTA NSW 2150,,2,2,1
parramatta,2-6 River Rd PARRAMATTA NSW 2150,800000,2,2,1
parramatta,803/11 Hassall Street PARRAMATTA NSW 2150,,2,2,1
parramatta,3 Broughton street PARRAMATTA NSW 2150,750000,2,2,1
parramatta,G3XX/2 Morton Street PARRAMATTA NSW 2150,750000,2,2,1
parramatta,G337/2 Morton Street PARRAMATTA NSW 2150,750000,2,2,1
parramatta,PARRAMATTA NSW 2150,,1,1,1
parramatta,301/22 Charles Street PARRAMATTA NSW 2150,699999,2,2,1
parramatta,48/459-463 Church Street PARRAMATTA NSW 2150,699000,2,2,1
parramatta,804/11 Hassall Street PARRAMATTA NSW 2150,,2,2,1
parramatta,C202/3 Broughton street PARRAMATTA NSW 2150,685000,2,2,1
parramatta,45/459-463 Church Street PARRAMATTA NSW 2150,685000,2,2,1
parramatta,30/11 Hunter St PARRAMATTA NSW 2150,,2,2,1
parramatta,17-19 Irving Street PARRAMATTA NSW 2150,670000,2,2,1
parramatta,31 - 37 Hassall Street PARRAMATTA NSW 2150,638000,2,2,1
parramatta,2-6 River Rd PARRAMATTA NSW 2150,610000,1,1,1
parramatta,PARRAMATTA NSW 2150,,1,1,1
parramatta,1812/45 Macquarie St PARRAMATTA NSW 2150,,1,1,1
parramatta,1 Offplan PARRAMATTA NSW 2150,,2,2,1
parramatta,D-201/2 Morton Street PARRAMATTA NSW 2150,580000,1,1,1
parramatta,G133/2 Morton Street PARRAMATTA NSW 2150,580000,1,1,1
parramatta,D706/2 Morton Street PARRAMATTA NSW 2150,580000,1,1,1
parramatta,Level 25/11  Hassall PARRAMATTA NSW 2150,580000,1,1,
parramatta,D606/2 Morton Street PARRAMATTA NSW 2150,575000,1,1,1
parramatta,H211/2 Morton Street PARRAMATTA NSW 2150,570000,1,1,1
parramatta,PARRAMATTA NSW 2150,,2,1,1
parramatta,31 Hassall Street PARRAMATTA NSW 2150,549000,2,2,1
parramatta,2 Morton Street PARRAMATTA NSW 2150,540000,1,1,1
parramatta,3 Broughton street PARRAMATTA NSW 2150,539000,1,1,1
parramatta,37/13-15 Hassall  Street PARRAMATTA NSW 2150,510000,1,1,
parramatta,18XX/45 Macquarie St PARRAMATTA NSW 2150,475000,,1,
parramatta,22 Great Western Highway PARRAMATTA NSW 2150,315000,1,1,1
parramatta,44/22 Great western Highway PARRAMATTA NSW 2150,299000,1,1,1
zetland,810/6 Ascot Ave ZETLAND NSW 2017,1050000,2,2,1
zetland,1902/1 Grandstand Parade ZETLAND NSW 2017,1050000,2,2,1
zetland,75/5B Victoria Park Parade ZETLAND NSW 2017,990000,2,2,1
zetland,4G Wolseley Grove ZETLAND NSW 2017,2100000,3,2,2
zetland,940 Elizabeth Street ZETLAND NSW 2017,1875000,4,3,1
zetland,3515/2 Wolseley Grove ZETLAND NSW 2017,1075000,2,2,2
zetland,803/13 Joynton Avenue ZETLAND NSW 2017,925000,2,2,1
zetland,145/6C Defries Avenue ZETLAND NSW 2017,850000,2,2,1
zetland,18/106 Joynton Avenue ZETLAND NSW 2017,,1,1,1
zetland,809/15 Gadigal Avenue ZETLAND NSW 2017,,1,1,1
zetland,846/8 Ascot  Avenue ZETLAND NSW 2017,550000,,1,
zetland,B305/8 Ebsworth Street ZETLAND NSW 2017,825000,1,1,
zetland,136/9 Victoria Park Parade ZETLAND NSW 2017,,2,2,1
zetland,97/2 Levy Walk ZETLAND NSW 2017,,2,2,1
zetland,508/116 Joynton Ave. ZETLAND NSW 2017,720000,1,1,1
zetland,G02/118 Joynton Avenue ZETLAND NSW 2017,1100000,2,2,1
zetland,1 Link road ZETLAND NSW 2017,920000,2,2,1
zetland,1103/906 Bourke St ZETLAND NSW 2017,719000,1,1,
zetland,17 Gadigal Ave ZETLAND NSW 2017,830000,2,1,1
zetland,1123/5 O'Dea Ave ZETLAND NSW 2017,,1,1,
zetland,15 Joynton Avenue ZETLAND NSW 2017,1280000,2,2,1
zetland,A2702/355 Botany Road ZETLAND NSW 2017,2000000,3,2,1
zetland,Lvl 17/301 Botany Road ZETLAND NSW 2017,2000000,3,2,1
zetland,Lvl 12/301 Bontany Road ZETLAND NSW 2017,1980000,3,2,1
zetland,743 Elizabeth St ZETLAND NSW 2017,,3,2,1
zetland,310-303 Botany Road ZETLAND NSW 2017,,3,2,1
zetland,84 - 92  Epsom Rd ZETLAND NSW 2017,1750000,3,2,1
zetland,84  Epsom Rd ZETLAND NSW 2017,1735000,3,2,2
zetland,906 Bourke Street ZETLAND NSW 2017,,3,2,1
zetland,A1602/2-6 Ebsworth Street ZETLAND NSW 2017,,2,2,1
zetland,301-303 Botany Road ZETLAND NSW 2017,,2,2,1
zetland,329/20 Gadigal Avenue ZETLAND NSW 2017,1350000,3,2,2
zetland,A1102 /2-6 Ebsworth Street ZETLAND NSW 2017,,2,2,
zetland,G01/19 Joynton Avenue  ZETLAND NSW 2017,,2,2,1
zetland,84 - 92  Epsom Rd ZETLAND NSW 2017,1295000,2,2,2
zetland,1-5 LINK Rd ZETLAND NSW 2017,1260000,3,2,1
